behavior_id,user_id,course_id,behavior_type,event_time,duration
B00005576,U000983,C00098,buy,2026-08-22 06:21:48,1213
B00005577,U000081,C00031,buy,2026-08-18 23:36:48,169
B00005578,U000645,C00038,buy,2026-08-26 00:13:48,3304
B00005579,U000999,C00029,favorite,2026-08-10 02:07:48,2245
B00005580,U000607,C00073,favorite,2026-08-22 13:31:48,457
B00005581,U000384,C00100,start_learning,2026-08-22 17:10:48,2189
B00005582,U000676,C00083,finish,2026-08-24 11:35:48,1214
B00005583,U000074,C00010,buy,2026-08-25 10:33:48,2432
B00005584,U000797,C00053,start_learning,2026-08-03 06:59:48,3245
B00005585,U000578,C00091,favorite,2026-08-11 01:53:48,2503
B00005586,U000083,C00069,view,2026-08-17 01:10:48,446
B00005587,U000672,C00070,view,2026-08-16 14:05:48,3080
B00005588,U000382,C00044,buy,2026-08-07 02:52:48,1671
B00005589,U000195,C00068,view,2026-08-10 19:10:48,656
B00005590,U000502,C00035,finish,2026-08-03 06:32:48,1918
B00005591,U000632,C00039,start_learning,2026-08-24 13:17:48,2866
B00005592,U000971,C00026,finish,2026-09-01 07:34:48,3017
B00005593,U000496,C00085,finish,2026-08-12 08:52:48,3131
B00005594,U000619,C00012,buy,2026-08-19 10:45:48,1509
B00005595,U000336,C00018,view,2026-08-11 10:38:48,2726
B00005596,U000533,C00027,favorite,2026-08-10 12:33:48,178
B00005597,U000340,C00014,favorite,2026-08-31 19:14:48,1631
B00005598,U000186,C00068,view,2026-08-23 22:42:48,589
B00005599,U000742,C00057,buy,2026-08-17 16:43:48,1167
B00005600,U000637,C00015,favorite,2026-09-01 06:21:48,1816
B00005601,U000366,C00065,finish,2026-08-05 12:31:48,1259
B00005602,U000928,C00043,buy,2026-08-31 05:50:48,3277
B00005603,U000554,C00011,favorite,2026-08-15 02:04:48,1170
B00005604,U000053,C00033,start_learning,2026-08-31 01:38:48,3063
B00005605,U000803,C00044,favorite,2026-08-07 02:16:48,1954
B00005606,U000722,C00089,finish,2026-08-17 03:55:48,2690
B00005607,U000278,C00024,buy,2026-08-31 13:57:48,2444
B00005608,U000370,C00023,buy,2026-08-23 11:32:48,113
B00005609,U000827,C00036,finish,2026-08-24 22:08:48,32
B00005610,U000269,C00052,buy,2026-08-27 01:58:48,3355
B00005611,U000096,C00074,view,2026-08-03 16:33:48,1680
B00005612,U000133,C00008,finish,2026-08-11 23:50:48,921
B00005613,U000115,C00072,favorite,2026-08-07 17:40:48,1600
B00005614,U000727,C00079,favorite,2026-08-28 07:31:48,487
B00005615,U000645,C00072,finish,2026-08-13 03:54:48,1723
B00005616,U000701,C00072,favorite,2026-08-22 16:10:48,763
B00005617,U000101,C00043,favorite,2026-08-02 15:25:48,724
B00005618,U000243,C00096,start_learning,2026-08-30 15:52:48,146
B00005619,U000859,C00098,start_learning,2026-08-26 22:10:48,849
B00005620,U000733,C00033,finish,2026-08-07 15:46:48,1275
B00005621,U000557,C00069,favorite,2026-08-29 12:13:48,247
B00005622,U000508,C00019,finish,2026-08-19 21:28:48,14
B00005623,U000798,C00093,favorite,2026-08-18 18:34:48,990
B00005624,U000404,C00085,finish,2026-08-14 17:37:48,545
B00005625,U000147,C00025,favorite,2026-08-20 16:34:48,685
B00005626,U000857,C00048,start_learning,2026-08-25 04:15:48,3202
B00005627,U000952,C00050,finish,2026-08-21 12:06:48,1080
B00005628,U000283,C00083,favorite,2026-08-16 18:37:48,2933
B00005629,U000500,C00031,finish,2026-08-14 04:01:48,2719
B00005630,U000214,C00018,favorite,2026-08-02 19:12:48,2791
B00005631,U000686,C00007,finish,2026-08-29 10:16:48,186
B00005632,U000696,C00030,finish,2026-08-21 15:59:48,3266
B00005633,U000426,C00096,start_learning,2026-08-21 14:48:48,2046
B00005634,U000993,C00069,favorite,2026-08-13 20:23:48,1874
B00005635,U000268,C00034,view,2026-08-05 17:25:48,3363
B00005636,U000407,C00021,finish,2026-08-08 06:29:48,66
B00005637,U000433,C00072,favorite,2026-08-11 15:56:48,3074
B00005638,U000264,C00020,finish,2026-08-12 01:47:48,3274
B00005639,U000199,C00044,finish,2026-08-12 13:45:48,2703
B00005640,U000206,C00050,start_learning,2026-08-08 10:06:48,933
B00005641,U000249,C00043,start_learning,2026-08-28 19:31:48,2802
B00005642,U000072,C00035,favorite,2026-08-29 17:01:48,955
B00005643,U000895,C00052,finish,2026-08-28 16:08:48,56
B00005644,U000153,C00090,buy,2026-08-17 06:57:48,1092
B00005645,U000491,C00074,buy,2026-08-02 15:12:48,124
B00005646,U000277,C00063,buy,2026-08-15 07:16:48,2736
B00005647,U000460,C00012,buy,2026-08-22 23:51:48,621
B00005648,U000123,C00089,favorite,2026-08-06 07:05:48,2369
B00005649,U000965,C00063,finish,2026-08-03 08:46:48,406
B00005650,U000246,C00082,view,2026-08-10 14:22:48,742
B00005651,U000160,C00100,finish,2026-08-06 08:19:48,442
B00005652,U000549,C00094,start_learning,2026-08-14 16:40:48,2710
B00005653,U000361,C00040,favorite,2026-08-09 21:36:48,1510
B00005654,U000079,C00083,buy,2026-08-31 20:41:48,1773
B00005655,U000927,C00060,buy,2026-08-17 04:45:48,2968
B00005656,U000309,C00058,start_learning,2026-08-13 15:44:48,3401
B00005657,U000662,C00095,start_learning,2026-08-08 03:01:48,1272
B00005658,U000440,C00096,finish,2026-08-04 23:47:48,740
B00005659,U000712,C00010,start_learning,2026-08-28 03:28:48,3414
B00005660,U000096,C00077,buy,2026-08-10 19:15:48,298
B00005661,U000580,C00030,buy,2026-08-21 06:05:48,1399
B00005662,U000652,C00085,favorite,2026-08-28 11:33:48,1437
B00005663,U000162,C00022,buy,2026-08-30 08:31:48,614
B00005664,U000227,C00043,finish,2026-08-17 21:06:48,1559
B00005665,U000647,C00083,favorite,2026-08-18 20:26:48,2890
B00005666,U000480,C00009,favorite,2026-08-21 17:22:48,632
B00005667,U000973,C00051,view,2026-08-29 00:55:48,3364
B00005668,U000114,C00028,finish,2026-08-23 23:48:48,48
B00005669,U000684,C00040,favorite,2026-08-22 05:06:48,631
B00005670,U000723,C00013,view,2026-08-11 11:52:48,621
B00005671,U000515,C00034,start_learning,2026-08-26 23:47:48,1679
B00005672,U000198,C00032,buy,2026-08-22 23:42:48,1129
B00005673,U000412,C00036,favorite,2026-08-06 01:02:48,462
B00005674,U000156,C00055,buy,2026-08-03 05:58:48,3306
B00005675,U000993,C00002,favorite,2026-09-01 14:40:48,986
B00005676,U000019,C00082,finish,2026-08-26 15:49:48,1509
B00005677,U000481,C00004,view,2026-08-07 06:13:48,203
B00005678,U000060,C00050,finish,2026-08-09 05:45:48,186
B00005679,U000589,C00023,buy,2026-08-15 22:16:48,2992
B00005680,U000415,C00063,buy,2026-09-01 08:00:48,1974
B00005681,U000287,C00013,buy,2026-08-17 01:46:48,395
B00005682,U000950,C00026,start_learning,2026-08-10 05:35:48,2198
B00005683,U000105,C00029,finish,2026-08-19 19:24:48,732
B00005684,U000484,C00069,buy,2026-08-16 00:35:48,153
B00005685,U000451,C00046,view,2026-08-23 15:40:48,2281
B00005686,U000555,C00026,buy,2026-08-26 07:18:48,615
B00005687,U000403,C00096,favorite,2026-08-31 22:39:48,2957
B00005688,U000653,C00009,favorite,2026-08-09 11:32:48,516
B00005689,U000092,C00008,view,2026-08-23 17:35:48,2065
B00005690,U000696,C00089,finish,2026-08-04 11:43:48,730
B00005691,U000871,C00006,finish,2026-08-13 13:00:48,3369
B00005692,U000956,C00039,start_learning,2026-08-24 23:34:48,1251
B00005693,U000633,C00035,start_learning,2026-08-04 13:01:48,2361
B00005694,U000493,C00029,start_learning,2026-08-07 15:42:48,2930
B00005695,U000494,C00003,buy,2026-08-06 02:49:48,2658
B00005696,U000097,C00025,view,2026-08-15 22:09:48,2497
B00005697,U000055,C00040,favorite,2026-08-27 06:31:48,2288
B00005698,U000174,C00035,buy,2026-08-31 16:32:48,141
B00005699,U000224,C00052,view,2026-08-03 06:25:48,3473
B00005700,U000519,C00039,finish,2026-08-15 18:01:48,2737
B00005701,U000931,C00020,favorite,2026-08-22 16:36:48,285
B00005702,U000518,C00035,start_learning,2026-08-10 23:45:48,2929
B00005703,U000785,C00074,buy,2026-08-12 08:28:48,1978
B00005704,U000734,C00045,start_learning,2026-08-05 22:33:48,1977
B00005705,U000336,C00045,start_learning,2026-08-26 15:44:48,130
B00005706,U000041,C00059,view,2026-08-05 11:11:48,1045
B00005707,U000445,C00058,view,2026-08-04 03:41:48,1792
B00005708,U000684,C00053,favorite,2026-08-31 06:45:48,1467
B00005709,U000544,C00090,view,2026-08-29 02:53:48,2616
B00005710,U000491,C00004,finish,2026-08-19 18:19:48,2101
B00005711,U000080,C00058,buy,2026-09-01 11:44:48,192
B00005712,U000759,C00013,view,2026-08-27 06:42:48,3421
B00005713,U000458,C00028,finish,2026-08-08 13:33:48,2784
B00005714,U000933,C00058,favorite,2026-08-11 06:32:48,1922
B00005715,U000097,C00035,finish,2026-08-21 06:16:48,3265
B00005716,U000894,C00059,favorite,2026-08-20 15:22:48,3474
B00005717,U000436,C00004,buy,2026-08-19 13:14:48,777
B00005718,U000065,C00027,view,2026-08-29 14:34:48,1607
B00005719,U000740,C00066,buy,2026-08-18 02:12:48,926
B00005720,U000323,C00053,start_learning,2026-08-15 19:06:48,3338
B00005721,U000202,C00076,favorite,2026-08-24 22:38:48,1851
B00005722,U000742,C00080,buy,2026-08-18 03:22:48,167
B00005723,U000066,C00016,finish,2026-08-17 12:17:48,2026
B00005724,U000247,C00081,buy,2026-08-10 15:54:48,1714
B00005725,U000096,C00010,start_learning,2026-08-15 09:02:48,2284
B00005726,U000440,C00097,favorite,2026-08-18 15:36:48,2646
B00005727,U000952,C00064,start_learning,2026-08-07 03:02:48,1851
B00005728,U000938,C00048,finish,2026-08-07 01:32:48,333
B00005729,U000148,C00057,start_learning,2026-08-03 15:00:48,2273
B00005730,U000951,C00065,finish,2026-08-12 09:58:48,326
B00005731,U000366,C00033,finish,2026-08-12 11:25:48,3103
B00005732,U000601,C00041,buy,2026-08-27 04:21:48,2270
B00005733,U000362,C00025,view,2026-08-15 12:59:48,1788
B00005734,U000787,C00093,finish,2026-08-15 04:30:48,2747
B00005735,U000574,C00041,favorite,2026-08-05 18:33:48,3145
B00005736,U000057,C00020,finish,2026-08-04 04:24:48,824
B00005737,U000045,C00035,buy,2026-08-08 02:40:48,312
B00005738,U000518,C00004,finish,2026-08-17 07:47:48,334
B00005739,U000263,C00012,buy,2026-08-19 19:38:48,2836
B00005740,U000411,C00038,finish,2026-08-02 20:39:48,1717
B00005741,U000512,C00043,start_learning,2026-08-12 12:35:48,1643
B00005742,U000807,C00073,start_learning,2026-08-03 19:59:48,2706
B00005743,U000751,C00044,view,2026-08-15 05:49:48,2813
B00005744,U000843,C00009,start_learning,2026-08-08 11:25:48,1384
B00005745,U000923,C00082,finish,2026-09-01 01:40:48,2302
B00005746,U000867,C00026,start_learning,2026-08-22 02:27:48,2136
B00005747,U000143,C00058,finish,2026-08-21 09:36:48,592
B00005748,U000486,C00013,finish,2026-08-30 21:30:48,2109
B00005749,U000230,C00014,finish,2026-08-27 23:07:48,479
B00005750,U000938,C00071,buy,2026-08-25 17:35:48,2032
B00005751,U000721,C00062,favorite,2026-08-10 15:36:48,1213
B00005752,U000975,C00037,view,2026-08-16 09:42:48,1166
B00005753,U000180,C00011,buy,2026-08-06 19:06:48,1592
B00005754,U000077,C00075,favorite,2026-08-04 05:19:48,732
B00005755,U000154,C00079,favorite,2026-08-18 04:11:48,124
B00005756,U000742,C00097,finish,2026-08-21 23:11:48,1802
B00005757,U000495,C00011,start_learning,2026-08-09 01:49:48,601
B00005758,U000059,C00095,view,2026-08-14 00:58:48,2243
B00005759,U000013,C00041,finish,2026-08-25 10:35:48,2996
B00005760,U000138,C00007,favorite,2026-08-13 03:54:48,2148
B00005761,U000313,C00061,start_learning,2026-08-25 01:59:48,2199
B00005762,U000332,C00083,buy,2026-08-13 22:37:48,2717
B00005763,U000315,C00014,finish,2026-08-16 02:18:48,1045
B00005764,U000225,C00010,buy,2026-08-30 08:25:48,984
B00005765,U000048,C00044,start_learning,2026-08-04 16:07:48,1556
B00005766,U000491,C00059,start_learning,2026-08-24 00:40:48,537
B00005767,U000630,C00013,start_learning,2026-08-11 10:47:48,3231
B00005768,U000386,C00039,buy,2026-08-26 09:07:48,1956
B00005769,U000826,C00040,start_learning,2026-08-27 08:35:48,2643
B00005770,U000643,C00053,favorite,2026-08-21 05:25:48,1521
B00005771,U000217,C00023,finish,2026-08-25 09:41:48,3495
B00005772,U000705,C00071,view,2026-08-14 08:59:48,1013
B00005773,U000394,C00025,start_learning,2026-08-21 16:27:48,1020
B00005774,U000131,C00095,buy,2026-08-16 23:57:48,1809
B00005775,U000723,C00015,buy,2026-08-25 17:12:48,1634
B00005776,U000957,C00094,view,2026-08-17 16:04:48,355
B00005777,U000780,C00056,start_learning,2026-08-25 09:39:48,2514
B00005778,U000393,C00084,favorite,2026-08-17 21:14:48,1811
B00005779,U000498,C00004,favorite,2026-08-28 05:53:48,3407
B00005780,U000183,C00076,buy,2026-08-05 16:13:48,2593
B00005781,U000464,C00052,finish,2026-08-09 06:56:48,915
B00005782,U000183,C00074,finish,2026-08-14 13:07:48,370
B00005783,U000091,C00036,buy,2026-08-12 04:52:48,864
B00005784,U000235,C00056,finish,2026-08-27 04:59:48,3061
B00005785,U000425,C00042,buy,2026-08-28 22:16:48,2306
B00005786,U000635,C00055,view,2026-08-12 12:59:48,3019
B00005787,U000024,C00008,start_learning,2026-08-13 12:47:48,2264
B00005788,U000839,C00081,start_learning,2026-08-14 23:08:48,3142
B00005789,U000220,C00030,buy,2026-08-10 21:00:48,651
B00005790,U000692,C00044,start_learning,2026-08-14 14:44:48,288
B00005791,U000141,C00070,view,2026-08-30 12:09:48,287
B00005792,U000487,C00066,buy,2026-08-12 01:16:48,2895
B00005793,U000973,C00049,buy,2026-08-16 11:28:48,1847
B00005794,U000137,C00073,finish,2026-08-08 00:07:48,1031
B00005795,U000688,C00085,view,2026-08-21 18:04:48,413
B00005796,U000100,C00084,view,2026-08-27 01:20:48,252
B00005797,U000094,C00050,view,2026-08-29 17:54:48,2792
B00005798,U000397,C00036,favorite,2026-08-29 05:26:48,2815
B00005799,U000741,C00007,buy,2026-08-20 06:32:48,1877
B00005800,U000539,C00089,start_learning,2026-08-08 16:27:48,491
B00005801,U000199,C00052,finish,2026-09-01 01:47:48,736
B00005802,U000472,C00082,finish,2026-08-05 05:09:48,2425
B00005803,U000552,C00090,finish,2026-08-31 10:35:48,440
B00005804,U000582,C00011,favorite,2026-08-28 00:10:48,2926
B00005805,U000610,C00086,start_learning,2026-08-20 22:36:48,892
B00005806,U000153,C00002,start_learning,2026-08-13 02:50:48,2493
B00005807,U000300,C00097,favorite,2026-08-23 04:05:48,269
B00005808,U000769,C00054,favorite,2026-08-26 19:01:48,3264
B00005809,U000790,C00022,favorite,2026-08-23 20:00:48,2987
B00005810,U000356,C00040,view,2026-08-22 07:03:48,2692
B00005811,U000643,C00013,start_learning,2026-08-03 17:49:48,1125
B00005812,U000454,C00085,start_learning,2026-08-27 03:34:48,847
B00005813,U000161,C00067,finish,2026-08-27 18:29:48,665
B00005814,U000660,C00048,view,2026-08-28 13:23:48,1020
B00005815,U000413,C00061,start_learning,2026-08-16 09:03:48,2915
B00005816,U000099,C00008,start_learning,2026-08-05 03:52:48,2774
B00005817,U000386,C00038,favorite,2026-08-10 04:32:48,409
B00005818,U000833,C00096,view,2026-08-25 12:58:48,2168
B00005819,U000172,C00027,start_learning,2026-08-31 20:45:48,2360
B00005820,U000608,C00069,favorite,2026-08-07 09:57:48,3417
B00005821,U000371,C00087,finish,2026-08-22 10:40:48,2042
B00005822,U000021,C00057,finish,2026-08-24 17:01:48,3478
B00005823,U000108,C00077,finish,2026-08-27 13:22:48,2995
B00005824,U000997,C00065,favorite,2026-08-03 22:16:48,644
B00005825,U000018,C00033,buy,2026-09-01 14:16:48,2556
B00005826,U000480,C00025,favorite,2026-08-27 23:21:48,3586
B00005827,U000703,C00073,favorite,2026-08-21 16:21:48,2084
B00005828,U000496,C00009,buy,2026-08-07 00:48:48,883
B00005829,U000914,C00035,view,2026-08-16 00:31:48,2214
B00005830,U000231,C00008,start_learning,2026-08-07 23:12:48,2262
B00005831,U000809,C00001,finish,2026-08-12 21:21:48,366
B00005832,U000716,C00077,finish,2026-08-13 20:59:48,2276
B00005833,U000070,C00070,start_learning,2026-08-25 16:47:48,1614
B00005834,U000313,C00052,finish,2026-08-29 14:52:48,102
B00005835,U000899,C00034,view,2026-08-18 20:32:48,231
B00005836,U000784,C00030,start_learning,2026-08-19 11:54:48,992
B00005837,U000960,C00099,finish,2026-08-11 01:37:48,233
B00005838,U000567,C00088,start_learning,2026-08-15 13:33:48,3451
B00005839,U000226,C00043,finish,2026-08-15 02:25:48,437
B00005840,U000513,C00066,favorite,2026-08-03 13:10:48,1015
B00005841,U000586,C00019,finish,2026-08-25 01:48:48,3390
B00005842,U000362,C00046,buy,2026-08-06 04:26:48,2853
B00005843,U000180,C00009,favorite,2026-08-16 03:35:48,1012
B00005844,U000254,C00023,buy,2026-08-04 20:23:48,352
B00005845,U000207,C00085,finish,2026-09-01 14:50:48,881
B00005846,U000613,C00012,start_learning,2026-08-25 05:45:48,2097
B00005847,U000853,C00040,finish,2026-08-23 07:54:48,775
B00005848,U000816,C00066,finish,2026-08-06 20:49:48,2707
B00005849,U000574,C00025,buy,2026-08-04 10:27:48,2236
B00005850,U000100,C00039,start_learning,2026-08-20 12:49:48,1859
B00005851,U000110,C00032,view,2026-08-23 13:01:48,1463
B00005852,U000116,C00038,finish,2026-08-21 03:03:48,1627
B00005853,U000880,C00013,buy,2026-08-31 19:51:48,1810
B00005854,U000340,C00032,buy,2026-08-22 19:45:48,1
B00005855,U000334,C00041,finish,2026-08-26 16:08:48,2050
B00005856,U000042,C00008,finish,2026-08-15 07:49:48,3568
B00005857,U000513,C00029,start_learning,2026-08-17 08:05:48,1927
B00005858,U000532,C00032,start_learning,2026-08-12 12:50:48,1307
B00005859,U000795,C00070,favorite,2026-08-05 00:44:48,293
B00005860,U000636,C00019,favorite,2026-08-03 21:10:48,3436
B00005861,U000080,C00053,finish,2026-08-23 04:22:48,2878
B00005862,U000864,C00038,finish,2026-08-31 22:55:48,1419
B00005863,U000618,C00070,finish,2026-08-10 05:26:48,2543
B00005864,U000017,C00096,favorite,2026-08-27 03:41:48,2769
B00005865,U000071,C00061,start_learning,2026-09-01 01:44:48,1052
B00005866,U000345,C00047,start_learning,2026-08-22 00:49:48,2509
B00005867,U000656,C00086,view,2026-08-29 04:26:48,2386
B00005868,U000028,C00080,finish,2026-08-17 13:47:48,2744
B00005869,U000421,C00054,buy,2026-08-14 13:09:48,1459
B00005870,U000923,C00005,view,2026-08-12 15:49:48,3386
B00005871,U000302,C00022,favorite,2026-08-26 22:41:48,896
B00005872,U000035,C00064,finish,2026-08-23 00:25:48,2504
B00005873,U000119,C00040,start_learning,2026-08-25 23:27:48,1520
B00005874,U000447,C00077,buy,2026-08-06 11:43:48,238
B00005875,U000242,C00098,favorite,2026-08-28 21:39:48,1267
B00005876,U000946,C00024,buy,2026-08-22 01:13:48,947
B00005877,U000368,C00007,buy,2026-08-15 20:39:48,513
B00005878,U000607,C00024,view,2026-08-10 06:16:48,1110
B00005879,U000228,C00042,start_learning,2026-08-08 19:21:48,1678
B00005880,U000551,C00036,favorite,2026-08-31 11:04:48,1871
B00005881,U000949,C00100,start_learning,2026-08-06 08:46:48,999
B00005882,U000391,C00045,view,2026-08-07 02:18:48,901
B00005883,U000056,C00012,finish,2026-08-27 13:12:48,1601
B00005884,U000059,C00085,finish,2026-08-24 06:24:48,963
B00005885,U000495,C00029,buy,2026-08-28 00:32:48,1349
B00005886,U000115,C00058,finish,2026-08-03 07:40:48,3444
B00005887,U000542,C00025,favorite,2026-08-22 10:59:48,472
B00005888,U000586,C00073,view,2026-08-11 04:23:48,1661
B00005889,U000256,C00084,start_learning,2026-08-20 11:49:48,1593
B00005890,U000354,C00033,start_learning,2026-08-17 07:20:48,684
B00005891,U000247,C00025,buy,2026-08-03 04:27:48,960
B00005892,U000588,C00036,finish,2026-08-29 02:23:48,805
B00005893,U000518,C00052,favorite,2026-08-29 14:55:48,492
B00005894,U000646,C00040,finish,2026-08-29 12:27:48,751
B00005895,U000648,C00057,view,2026-08-27 07:17:48,3507
B00005896,U000818,C00001,favorite,2026-08-24 15:36:48,554
B00005897,U000959,C00031,start_learning,2026-08-18 04:07:48,716
B00005898,U000240,C00002,view,2026-08-07 00:13:48,2480
B00005899,U000488,C00085,finish,2026-08-16 08:43:48,3258
B00005900,U000878,C00031,finish,2026-08-29 15:00:48,2397
B00005901,U000339,C00099,finish,2026-08-05 04:50:48,1794
B00005902,U000676,C00041,view,2026-08-24 23:22:48,755
B00005903,U000410,C00044,view,2026-08-28 13:11:48,2910
B00005904,U000620,C00052,buy,2026-08-06 21:05:48,965
B00005905,U000994,C00030,view,2026-08-03 16:25:48,3325
B00005906,U000379,C00027,start_learning,2026-08-10 03:28:48,690
B00005907,U000217,C00028,buy,2026-08-08 05:15:48,3494
B00005908,U000861,C00073,start_learning,2026-08-06 15:14:48,2771
B00005909,U000451,C00037,finish,2026-08-27 05:17:48,2144
B00005910,U000845,C00056,start_learning,2026-09-01 14:39:48,18
B00005911,U000159,C00035,finish,2026-08-06 23:01:48,1688
B00005912,U000038,C00041,view,2026-08-30 03:05:48,1075
B00005913,U000308,C00097,buy,2026-08-30 11:06:48,1028
B00005914,U000614,C00068,view,2026-08-30 10:11:48,911
B00005915,U000975,C00093,start_learning,2026-08-05 22:27:48,764
B00005916,U000352,C00075,buy,2026-08-28 11:40:48,2191
B00005917,U000771,C00052,start_learning,2026-08-18 02:49:48,1475
B00005918,U000357,C00011,start_learning,2026-08-14 02:16:48,2196
B00005919,U000106,C00032,buy,2026-09-01 07:08:48,102
B00005920,U000021,C00055,finish,2026-08-21 08:10:48,1150
B00005921,U000928,C00034,view,2026-08-25 08:08:48,556
B00005922,U000703,C00001,view,2026-08-21 15:45:48,506
B00005923,U000684,C00032,favorite,2026-08-29 10:51:48,84
B00005924,U000717,C00027,finish,2026-08-12 23:50:48,1252
B00005925,U000646,C00006,buy,2026-08-04 23:47:48,2070
B00005926,U000145,C00067,finish,2026-08-13 22:40:48,181
B00005927,U000798,C00029,finish,2026-08-31 17:27:48,119
B00005928,U000100,C00024,view,2026-08-13 13:57:48,1965
B00005929,U000386,C00060,buy,2026-08-26 03:51:48,2010
B00005930,U000606,C00015,favorite,2026-08-25 22:22:48,3229
B00005931,U000311,C00097,buy,2026-08-25 16:28:48,2702
B00005932,U000152,C00037,view,2026-08-16 17:48:48,804
B00005933,U000419,C00025,view,2026-08-31 16:13:48,1549
B00005934,U000504,C00036,finish,2026-08-08 23:42:48,2124
B00005935,U000536,C00056,favorite,2026-08-30 23:16:48,2409
B00005936,U000170,C00060,view,2026-08-08 05:54:48,3002
B00005937,U000019,C00015,finish,2026-08-22 08:37:48,723
B00005938,U000627,C00046,buy,2026-08-08 18:27:48,165
B00005939,U000005,C00072,view,2026-08-05 15:45:48,2205
B00005940,U000421,C00033,view,2026-08-22 20:46:48,2199
B00005941,U000102,C00026,start_learning,2026-08-03 20:56:48,2748
B00005942,U000180,C00060,start_learning,2026-08-31 13:13:48,1218
B00005943,U000926,C00003,buy,2026-08-18 00:03:48,1497
B00005944,U000950,C00017,buy,2026-08-23 23:19:48,3244
B00005945,U000413,C00033,finish,2026-08-14 14:05:48,1649
B00005946,U000793,C00009,start_learning,2026-08-10 11:08:48,22
B00005947,U000594,C00093,favorite,2026-08-08 23:29:48,2425
B00005948,U000503,C00044,buy,2026-08-04 07:02:48,247
B00005949,U000995,C00064,view,2026-08-30 00:41:48,226
B00005950,U000747,C00062,buy,2026-08-25 15:10:48,460
B00005951,U000419,C00018,start_learning,2026-08-28 23:04:48,3128
B00005952,U000510,C00026,view,2026-08-09 06:30:48,501
B00005953,U000291,C00014,favorite,2026-08-09 07:24:48,1929
B00005954,U000855,C00053,favorite,2026-08-17 12:46:48,739
B00005955,U000451,C00061,finish,2026-08-18 09:10:48,227
B00005956,U000616,C00099,view,2026-08-02 21:19:48,1807
B00005957,U000314,C00048,view,2026-08-23 17:51:48,2989
B00005958,U000706,C00077,finish,2026-08-04 00:30:48,2066
B00005959,U000476,C00051,favorite,2026-08-27 16:37:48,1450
B00005960,U000048,C00069,favorite,2026-08-13 06:43:48,2450
B00005961,U000803,C00097,favorite,2026-08-12 21:17:48,2485
B00005962,U000632,C00061,finish,2026-08-23 03:19:48,3388
B00005963,U000698,C00039,favorite,2026-08-31 02:39:48,729
B00005964,U000828,C00014,view,2026-08-13 04:23:48,1480
B00005965,U000126,C00097,start_learning,2026-08-15 18:14:48,3359
B00005966,U000751,C00048,favorite,2026-08-22 11:04:48,839
B00005967,U000945,C00060,view,2026-08-25 00:13:48,2
B00005968,U000740,C00039,start_learning,2026-08-26 02:13:48,1873
B00005969,U000841,C00069,favorite,2026-08-03 23:34:48,3081
B00005970,U000580,C00036,start_learning,2026-08-23 12:33:48,406
B00005971,U000919,C00063,favorite,2026-08-27 15:43:48,647
B00005972,U000296,C00021,view,2026-08-16 01:02:48,1173
B00005973,U000444,C00067,favorite,2026-08-16 07:34:48,657
B00005974,U000053,C00053,finish,2026-08-02 18:58:48,1274
B00005975,U000441,C00076,view,2026-08-17 01:35:48,1337
B00005976,U000528,C00021,view,2026-08-28 09:10:48,2512
B00005977,U000852,C00071,favorite,2026-08-30 20:42:48,3072
B00005978,U000445,C00023,favorite,2026-08-09 23:07:48,2566
B00005979,U000730,C00039,favorite,2026-08-25 17:23:48,3105
B00005980,U000767,C00090,start_learning,2026-09-01 09:51:48,3322
B00005981,U000761,C00082,buy,2026-08-28 05:11:48,1037
B00005982,U000388,C00033,favorite,2026-08-10 21:55:48,1555
B00005983,U000232,C00020,start_learning,2026-08-05 19:57:48,2547
B00005984,U000522,C00093,buy,2026-08-28 14:44:48,755
B00005985,U000946,C00010,favorite,2026-08-23 23:11:48,1006
B00005986,U000498,C00074,favorite,2026-08-07 18:17:48,1231
B00005987,U000367,C00067,finish,2026-08-09 08:39:48,2888
B00005988,U000513,C00053,favorite,2026-08-22 18:46:48,2143
B00005989,U000950,C00018,buy,2026-08-30 03:25:48,155
B00005990,U000738,C00029,start_learning,2026-08-04 03:09:48,156
B00005991,U000437,C00020,view,2026-08-05 11:12:48,1020
B00005992,U000631,C00073,start_learning,2026-08-17 12:21:48,1646
B00005993,U000856,C00023,favorite,2026-08-08 19:58:48,2660
B00005994,U000914,C00085,favorite,2026-08-05 09:09:48,2656
B00005995,U000911,C00070,favorite,2026-08-13 03:34:48,3053
B00005996,U000005,C00088,start_learning,2026-08-15 02:37:48,2527
B00005997,U000833,C00071,buy,2026-08-08 03:45:48,69
B00005998,U000909,C00051,view,2026-08-30 12:08:48,2701
B00005999,U000300,C00008,finish,2026-08-23 09:53:48,1721
B00006000,U000834,C00046,finish,2026-08-08 00:17:48,2644
B00006001,U000328,C00064,view,2026-08-02 17:11:48,2055
B00006002,U000104,C00006,buy,2026-08-30 00:55:48,1366
B00006003,U000223,C00040,finish,2026-08-22 22:38:48,1050
B00006004,U000914,C00037,start_learning,2026-08-05 10:09:48,806
B00006005,U000117,C00088,favorite,2026-08-25 11:21:48,3333
B00006006,U000818,C00057,start_learning,2026-08-11 16:01:48,3269
B00006007,U000805,C00011,favorite,2026-08-25 17:30:48,1314
B00006008,U000711,C00031,view,2026-08-12 15:59:48,738
B00006009,U000887,C00028,finish,2026-08-13 10:13:48,621
B00006010,U000965,C00085,finish,2026-08-07 10:03:48,771
