user_id,username,gender,age,province,register_time
U000984,user_984,女,25,广东,2025-10-23 15:09:48
U000985,user_985,女,33,浙江,2025-10-03 15:09:48
U000986,user_986,男,18,湖北,2026-05-23 15:09:48
U000987,user_987,女,27,上海,2026-08-22 15:09:48
U000988,user_988,男,34,河南,2025-11-30 15:09:48
U000989,user_989,男,24,广东,2025-12-13 15:09:48
U000990,user_990,男,28,四川,2026-05-28 15:09:48
U000991,user_991,女,24,北京,2026-02-01 15:09:48
U000992,user_992,男,28,江苏,2025-12-06 15:09:48
U000993,user_993,女,26,四川,2026-05-31 15:09:48
U000994,user_994,男,30,湖南,2026-01-31 15:09:48
U000995,user_995,男,21,广东,2026-07-17 15:09:48
U000996,user_996,男,22,浙江,2025-09-20 15:09:48
U000997,user_997,女,28,山东,2026-05-23 15:09:48
U000998,user_998,男,33,北京,2026-01-08 15:09:48
U000999,user_999,女,33,北京,2025-12-28 15:09:48
U001000,user_1000,男,30,河南,2026-04-27 15:09:48
